tick_neg,alpha_neg,tick_pos,alpha_pos
ihc,0.049139433,ale,-0.039891794
cal,0.049140856,ajrd,-0.040431276
adtn,0.04914796,kw,-0.040461533
noah,0.049165588,klic,-0.040543314
qnst,0.049394615,boot,-0.040771868
rick,0.049480226,evtc,-0.04093141
nesr,0.04948511,dct,-0.04101562
nptn,0.04951204,acad,-0.041069183
swbi,0.049589325,sono,-0.041109584
ceva,0.04975678,cfx,-0.041147012
sndx,0.050164267,cbt,-0.04116143
prdo,0.050183427,vzio,-0.04157607
qure,0.050217897,jwn,-0.04175728
tile,0.050456114,cere,-0.04176998
boom,0.05047497,wdfc,-0.041867424
plow,0.050495848,sstk,-0.041892584
ewtx,0.05061036,hp,-0.041966688
bxc,0.05064473,vrna,-0.042150512
jynt,0.05074547,safe,-0.04216402
tcx,0.05108358,nsit,-0.04231586
grub,0.051090613,lcii,-0.04232958
zgnx,0.05139962,njr,-0.042338803
hyln,0.05148378,smpl,-0.04236601
cang,0.051516995,rezi,-0.04249558
dsgn,0.051622245,aeis,-0.04262993
strl,0.052069787,trip,-0.042724833
hwkn,0.052233573,cveo,-0.04301143
ccrn,0.05242509,sol,-0.04317345
mgtx,0.052622624,apam,-0.043266226
hstm,0.052673336,pgny,-0.043310385
merc,0.052885476,krtx,-0.043752547
lnt,0.053163394,aeo,-0.043841243
wina,0.05330532,fix,-0.043846183
ntus,0.05357954,dan,-0.04402801
plby,0.053632647,cno,-0.044174995
tmst,0.053755708,vrnt,-0.044270642
np,0.054150883,thrm,-0.04471451
arct,0.05495383,mdc,-0.044747744
uht,0.055417527,out,-0.044824474
cac,0.055473648,aso,-0.045000352
trns,0.055558115,chng,-0.045059428
gsg,0.055698074,lpl,-0.045186948
awr,0.056048352,jobs,-0.045307755
aht,0.056067746,flow,-0.045528684
lqdt,0.056409933,bco,-0.04672052
clar,0.056515034,swx,-0.047037683
nx,0.056650303,lope,-0.04708744
kpti,0.056863453,qtwo,-0.047117926
arqt,0.05730902,ful,-0.04731513
acco,0.05796279,vcra,-0.04736722
vitl,0.05811657,hi,-0.047383297
ruby,0.05851916,ait,-0.047425933
kzr,0.058561448,whd,-0.047595527
ontf,0.058575403,grp-un,-0.047821805
titn,0.058634613,post,-0.047879487
vsec,0.058910433,wgo,-0.047930006
sgmo,0.059268877,trup,-0.048106015
wti,0.059356794,aple,-0.048147026
he,0.05953445,matx,-0.048302986
hcci,0.059673376,arnc,-0.048338793
akro,0.05977387,hain,-0.04834726
gbl,0.06024773,neog,-0.048606366
egrx,0.06035939,golf,-0.04882014
vnda,0.060432866,lesl,-0.04890394
rapt,0.06045509,becn,-0.048945498
mgnx,0.060469832,jbgs,-0.048996266
gevo,0.060476243,kfy,-0.049028825
pgc,0.06071881,cnx,-0.04903948
ango,0.06130708,omi,-0.049509075
mitk,0.0615049,nari,-0.049703002
endp,0.061510544,dnli,-0.049745154
cvgw,0.061965983,neu,-0.04982346
twi,0.062334295,mth,-0.050024483
love,0.06261405,viav,-0.050103277
sohu,0.0627175,msgs,-0.050152786
imvt,0.06301305,bcrx,-0.050349258
quot,0.06302539,pch,-0.050358254
cutr,0.06345251,cri,-0.050381783
hngr,0.063535355,alrm,-0.050453354
olp,0.063589804,aep,-0.05078188
prax,0.06359559,x,-0.05085576
sibn,0.06365133,expi,-0.05090501
peri,0.063693725,frpt,-0.050920326
ospn,0.06399138,ttec,-0.05093977
hrtx,0.06423076,beam,-0.051019497
afin,0.06447432,tgna,-0.05111812
mrc,0.064669356,alks,-0.05113096
srrk,0.06466954,kmpr,-0.051199082
gnk,0.064759925,ensg,-0.051277336
mx,0.06533113,aciw,-0.051393576
prty,0.065428,njdcy,-0.051427323
upld,0.0655045,wns,-0.051428936
asle,0.06555011,msp,-0.051451772
ruth,0.06570891,cert,-0.051614463
view,0.06586375,hpp,-0.05175342
azre,0.06595251,nvmi,-0.051759847
fhtx,0.06605874,doc,-0.05184123
coll,0.066349305,sail,-0.051876508
plus,0.06635258,env,-0.0519458
hyfm,0.066386275,amed,-0.05217407
gci,0.066392995,livn,-0.052304797
cprx,0.0666391,box,-0.052310154
cldt,0.06665793,rare,-0.05258733
mcrb,0.0667532,trn,-0.052859355
fsp,0.06675775,ora,-0.053178623
pmvp,0.066777036,fele,-0.053203747
mye,0.06709881,opch,-0.053420458
ingn,0.067245856,ogs,-0.05420002
sp,0.067522936,dbc,-0.054355837
utl,0.06763922,gtls,-0.054434676
sd,0.06780438,lthm,-0.054461133
kop,0.0680374,diod,-0.054871786
indt,0.06813144,vrns,-0.054884985
mtw,0.068224244,safm,-0.05514658
dmrc,0.06824547,hqy,-0.055291
lpg,0.068421684,trox,-0.05551484
agx,0.06851709,vne,-0.05581996
swir,0.06867879,cns,-0.056011885
irmd,0.06889663,ions,-0.05616225
rgp,0.06905108,exls,-0.056200027
atni,0.069353335,spsc,-0.05632603
imxi,0.069595575,apps,-0.05633645
bjri,0.0699658,swi,-0.056519292
srdx,0.07013693,bynd,-0.056820974
ke,0.07021188,pzza,-0.056927327
vxrt,0.07037447,nkla,-0.056976926
mgi,0.070378706,lanc,-0.057349622
ofix,0.07041338,apg,-0.057565313
crai,0.07056198,himx,-0.058143802
itrn,0.07097687,mms,-0.058167342
ecom,0.071089245,jblu,-0.05849203
sgoc,0.07140918,hpk,-0.058590986
dske,0.071680285,adc,-0.05863209
grpn,0.07177209,tsem,-0.05879354
le,0.07181369,pk,-0.058913797
dhil,0.071873546,ncno,-0.059326366
legh,0.07190051,achc,-0.059400383
stok,0.07195713,halo,-0.05956492
puyi,0.07207133,jbt,-0.05969138
osw,0.0721719,wing,-0.0598028
rilyz,0.072343,ocdx,-0.05984761
ahh,0.07240311,slgn,-0.060407497
efc,0.072843745,fn,-0.060453348
osur,0.07325678,gtes,-0.0611752
rpt,0.073612295,por,-0.061212055
mirm,0.07393019,aqua,-0.06190978
veri,0.07399385,zlab,-0.061931036
chs,0.07404556,crsp,-0.062476315
npk,0.07415628,seb,-0.06258864
ibcp,0.074281745,sig,-0.06261195
tbph,0.07440132,sm,-0.0626423
oust,0.07463644,unvr,-0.06276815
tpc,0.074706316,amn,-0.06285544
zyme,0.07486371,rdn,-0.06289511
ipi,0.07510615,hxl,-0.06295828
kdny,0.07524049,irdm,-0.063087806
ufpt,0.07532336,powi,-0.06354051
cara,0.075817995,saic,-0.06362148
sxc,0.0760772,qlys,-0.06369197
co,0.07607847,mtsi,-0.06390315
amot,0.076181106,icui,-0.0639573
knte,0.076655634,wd,-0.06405441
wtba,0.07691369,onto,-0.064360715
cnsl,0.077091895,kfrc,-0.064486474
thr,0.07721109,etrn,-0.064569764
albo,0.07726601,krnt,-0.06485171
yorw,0.07769836,hiw,-0.06486259
frph,0.07785717,hlf,-0.06542048
icpt,0.07810891,rhp,-0.06557568
hayn,0.07815104,mxl,-0.065677315
lamr,0.078213885,mgp,-0.06590886
centa,0.07903147,bcpc,-0.066009894
smlr,0.0791592,vnt,-0.066147014
acrs,0.079212226,chx,-0.06620434
vec,0.07924284,qdel,-0.06656604
fosl,0.079587705,smtc,-0.06665691
rna,0.08034702,cwk,-0.066785894
nvgs,0.080386676,awi,-0.066859305
siga,0.08074167,atkr,-0.066947654
tdw,0.08092074,roll,-0.067294575
btai,0.081821874,cdk,-0.06763894
djco,0.08196091,bb,-0.067686856
tcda,0.082182504,hayw,-0.06768741
repx,0.0823618,fcn,-0.06773348
yell,0.082473256,bl,-0.06786906
noa,0.08271635,srcl,-0.06798652
blue,0.082819775,amba,-0.06842666
dco,0.08306326,wen,-0.06875027
pgen,0.08324841,ugi,-0.068778686
poww,0.08341398,arwr,-0.068951964
prts,0.08368364,ntra,-0.069007985
hzon,0.08393263,tdc,-0.06908909
pets,0.08424624,oiim,-0.069141574
inve,0.084876746,exel,-0.06925348
sri,0.08502712,mrtx,-0.06966858
cgem,0.085176654,rog,-0.06979984
chuy,0.08519472,rpd,-0.0699433
mcft,0.085386716,vir,-0.06997762
vtnr,0.08547567,hele,-0.070232056
kron,0.08614812,am,-0.07038001
tcs,0.08651231,srpt,-0.07039751
cmrx,0.08652597,drvn,-0.07064786
mdxg,0.08668368,ncr,-0.07082073
dxpe,0.086921215,clh,-0.07089206
ulh,0.08748068,nati,-0.071640976
bbsi,0.08754681,tnet,-0.07170427
tlry,0.087556124,crus,-0.07173759
fulc,0.08766354,vg,-0.07194835
ctrn,0.087767035,rcm,-0.07197599
plym,0.087816246,ufpi,-0.0722227
hffg,0.087935545,adt,-0.07222768
loco,0.088200755,hbi,-0.07235926
ll,0.08855668,hhc,-0.07236668
rada,0.08868236,msa,-0.072597854
trc,0.088793956,ryn,-0.07286879
insg,0.088865526,prgo,-0.07336677
ptsi,0.088939905,gt,-0.07353623
vray,0.0889846,son,-0.073561355
vuzi,0.089042984,novt,-0.07365559
idya,0.089323655,cw,-0.07373047
tw,0.08935795,ssd,-0.073918894
jfin,0.08944882,irtc,-0.074039824
anik,0.089656085,txrh,-0.074158505
untc,0.089806825,hog,-0.07418228
psnl,0.08982547,amkr,-0.07424551
taco,0.089842595,sgms,-0.07433395
veru,0.090100326,tenb,-0.07433479
cste,0.09011356,hfc,-0.07472637
vapo,0.09081343,qfin,-0.07483797
rptx,0.09123905,cigi,-0.07489739
spwh,0.091388285,nee,-0.07508957
insw,0.09150936,dsgx,-0.07516767
ehth,0.09151809,yeti,-0.075244784
apyx,0.09169544,algm,-0.0753298
acet,0.0918452,colm,-0.075615555
ooma,0.09221997,mime,-0.07565523
cps,0.09276192,gpk,-0.076002926
cir,0.093072474,mur,-0.076362774
dyn,0.09315581,mtdr,-0.076517045
oric,0.0934238,aqn,-0.076799065
llnw,0.09352767,run,-0.07699895
ht,0.09358742,mfh,-0.077346794
tars,0.09362699,ntla,-0.07752861
ocul,0.09375086,seas,-0.07783737
spne,0.093769364,cybr,-0.077966996
ryam,0.093867734,igt,-0.078001134
blbd,0.09448791,arna,-0.078269705
qs,0.09481902,asgn,-0.07845493
lqda,0.09504783,medp,-0.07845989
wkhs,0.09522436,gps,-0.07916573
ghl,0.09543691,iaa,-0.07939389
gilt,0.09549606,wcc,-0.07960636
cpsi,0.09558422,foxf,-0.079910345
vpg,0.095709234,cr,-0.079948075
dzsi,0.09635874,hei-a,-0.08044415
ois,0.09654567,cuz,-0.08067357
grvy,0.096552074,pstg,-0.080693975
nssc,0.09669068,dei,-0.080851026
fnch,0.09682988,open,-0.0812167
ufi,0.09687052,fl,-0.08128548
stks,0.0970274,brks,-0.081324585
fmtx,0.097138084,ntnx,-0.08146901
ctt,0.0985426,nbix,-0.08152785
allt,0.09872672,spr,-0.081527926
atha,0.09892995,cohr,-0.081727885
laws,0.09895624,nvcr,-0.0818839
tci,0.099005625,eme,-0.08189733
hbcp,0.099181145,vvv,-0.0819085
oyst,0.09979541,ash,-0.08195896
apei,0.099977896,caci,-0.08257609
tg,0.100132786,coty,-0.082659505
cto,0.10028746,atus,-0.08284548
sbow,0.10062498,rgld,-0.08351272
aray,0.10073359,kbr,-0.083546676
dsx,0.10086427,rng,-0.083695315
atom,0.1009056,insp,-0.083803415
ocn,0.101155855,penn,-0.08421427
rdvt,0.101393476,eeft,-0.08423701
mpx,0.101496354,rba,-0.084385745
ndls,0.10167811,amcr,-0.08474793
dhc,0.10172177,pnr,-0.084758416
natr,0.10178082,alsn,-0.085236095
casa,0.1022803,nov,-0.08524707
plrx,0.10231602,mixt,-0.08535438
gthx,0.102323554,alk,-0.08570136
alto,0.10283367,iac,-0.085749015
xxii,0.102909714,plan,-0.08587875
aeri,0.10306854,exp,-0.08602188
axti,0.10312712,lfus,-0.08623625
fdmt,0.10321952,saia,-0.08628383
ff,0.1035701,ccmp,-0.08632415
mlr,0.10358024,cold,-0.08648753
mrns,0.10383208,gmed,-0.086542115
lsea,0.104523584,byd,-0.086627185
iii,0.104800835,omcl,-0.0867883
klr,0.10607051,ingr,-0.08681648
xbit,0.10617766,ppc,-0.08687522
prth,0.106583305,nlsn,-0.08725977
axgn,0.10716448,hta,-0.08801713
rmo,0.10754659,esi,-0.08807539
wldn,0.10757757,ohi,-0.08887399
avnw,0.10765081,buff,-0.0888982
notv,0.10769259,pii,-0.08967623
plse,0.10772921,wex,-0.089988075
brt,0.10781721,xpo,-0.09009075
apph,0.10796387,wlk,-0.090302765
nl,0.10800887,oled,-0.09067169
rcky,0.10816408,cubi,-0.0907208
rytm,0.10839501,jhg,-0.09079171
artna,0.10846604,bc,-0.09080904
silc,0.10851159,nvst,-0.09111327
dhx,0.10878575,bld,-0.091397144
ikna,0.10887434,stwd,-0.09140274
nktx,0.10890139,gh,-0.09182268
akba,0.10901967,lpx,-0.0924604
bnft,0.10917332,ttek,-0.09251495
free,0.10941785,wix,-0.09268395
inse,0.10974343,pega,-0.09299064
utmd,0.11002386,tndm,-0.09320122
ins,0.11014611,bfam,-0.093683146
tufn,0.11048232,newr,-0.09386943
rlgt,0.11077129,pb,-0.094146945
cdr,0.11100485,gme,-0.09434402
pstx,0.111184366,acc,-0.09463376
hear,0.11121631,levi,-0.09473409
powl,0.111296915,pltk,-0.09488448
egan,0.111396626,usfd,-0.09530995
hbp,0.111514315,nclh,-0.09574396
tsha,0.11164679,nnn,-0.09614298
cnty,0.11174786,an,-0.096672185
dlhc,0.11189273,cube,-0.096759036
spro,0.11196968,czr,-0.09694539
fcuv,0.111985154,tol,-0.097001635
mpaa,0.11224978,hii,-0.09707239
kodk,0.11282967,eslt,-0.09726903
cogt,0.11319876,egp,-0.097309545
next,0.11326251,krc,-0.097509265
omer,0.11405152,chdn,-0.09752692
lcut,0.114876576,vrt,-0.097772256
avdl,0.11497443,docn,-0.09781178
ueps,0.11522367,lite,-0.09783063
altg,0.11528964,slab,-0.098270535
fll,0.11532193,axta,-0.09827979
srra,0.1153441,gwre,-0.09833149
nvec,0.11567217,leco,-0.098374896
zeus,0.116040595,ipgp,-0.09887381
codx,0.11621698,pag,-0.099220484
plpc,0.11658731,dnb,-0.09932689
qmco,0.11660439,cpri,-0.09951065
ssti,0.11663745,fivn,-0.099517174
selb,0.1169849,rh,-0.09980994
dtil,0.11700503,wpc,-0.09987468
mgta,0.1173593,lscc,-0.099940255
infu,0.11738136,wb,-0.09995816
imux,0.11741469,bhvn,-0.10004265
dtrc,0.11742483,gntx,-0.10033393
bcov,0.11759758,fslr,-0.100478575
tmdx,0.11781411,smg,-0.100578114
bned,0.118041456,site,-0.10079962
gtyh,0.11834775,peg,-0.10108954
ngvc,0.11864545,ar,-0.10109597
pcyo,0.11875487,pen,-0.10118827
rlmd,0.11877558,wtrg,-0.10126105
crdf,0.11895861,wms,-0.1012761
nwpx,0.1191443,bery,-0.10139397
alco,0.11917673,crox,-0.10140372
cybe,0.11923347,jks,-0.10145243
lndc,0.1193506,jazz,-0.101562664
hrow,0.11948668,wh,-0.10160822
vor,0.119522214,itt,-0.10175839
akts,0.11966749,wsc,-0.10181161
gwrs,0.1203228,lad,-0.101953745
cue,0.121417694,nvax,-0.101998255
cgen,0.121512346,m,-0.10203773
gnog,0.12176454,gfi,-0.10218184
jnce,0.12208873,aee,-0.10232572
glng,0.12243716,aem,-0.10249753
wprt,0.122500874,oln,-0.10258168
leu,0.1226481,teva,-0.10261669
mist,0.122828,chh,-0.10264739
pke,0.12290076,aer,-0.10271096
pfsw,0.12371958,syna,-0.102865145
eols,0.12406878,cabo,-0.10304413
alt,0.12430927,armk,-0.103098065
wba,0.124439664,five,-0.10323116
kopn,0.12453772,deck,-0.10369918
vktx,0.12454258,ayi,-0.10395364
strs,0.12456099,hun,-0.104520254
regn,0.12469765,manh,-0.10468462
weys,0.124735676,bj,-0.10478354
tgan,0.124979176,synh,-0.10534291
rmbl,0.12533069,coop,-0.10541511
vra,0.12558118,jef,-0.10542893
prvb,0.12562868,alv,-0.10545215
nath,0.12571263,tpl,-0.10548032
fthm,0.12593035,uthr,-0.105484724
soi,0.12608553,avlr,-0.10554835
pkoh,0.12658308,knx,-0.106143735
hoft,0.126674,agco,-0.10617102
fora,0.1267237,musa,-0.10627242
ctra,0.12689497,wynn,-0.10640679
nxtd,0.12689514,seic,-0.10650901
clvs,0.12698415,estc,-0.10689186
tsbk,0.12713338,bhc,-0.10740392
fuv,0.12721278,mksi,-0.10878704
cspr,0.12726136,coup,-0.10929984
rcel,0.12778836,fms,-0.109515294
swkh,0.12831873,g,-0.10970495
pasg,0.12837645,axon,-0.109968156
kndi,0.12900986,dox,-0.110479824
scor,0.12904093,tpr,-0.11082228
emkr,0.1294589,oc,-0.111030936
xoma,0.12964553,sr,-0.11111584
kmph,0.12984347,glpi,-0.11136752
akus,0.12986726,rgen,-0.11156724
sb,0.1303675,ttc,-0.11219369
vntr,0.13062999,see,-0.1123754
dla,0.13091351,htht,-0.11238891
cvgi,0.13095424,wsm,-0.112446904
hudi,0.13097325,mp,-0.1127782
pirs,0.13123477,brkr,-0.11294834
hqi,0.13157848,azpn,-0.11298583
ags,0.13181973,txg,-0.11377958
glsi,0.131974,pcty,-0.11416385
iea,0.13225184,anet,-0.11450381
hzn,0.13340402,acm,-0.11463351
vrca,0.13433702,lw,-0.11490308
axdx,0.13436325,midd,-0.115220696
hbio,0.13451786,hubb,-0.11523608
kirk,0.13457721,kim,-0.11540034
asps,0.13470797,tdoc,-0.11543427
bbcp,0.13522021,sci,-0.11557259
ltrx,0.13523754,clvt,-0.11576098
amrx,0.13544337,hsic,-0.115869425
ear,0.13555685,jbl,-0.11646232
actg,0.13591844,rs,-0.116706885
cmls,0.13624614,alle,-0.1176721
eex,0.13643374,xray,-0.11831288
rrgb,0.136443,cone,-0.11831755
smsi,0.13689104,st,-0.11881029
wlfc,0.13708325,zen,-0.119266845
adn,0.13843518,lsi,-0.11948349
byrn,0.13867481,exas,-0.11994861
luna,0.13870072,trex,-0.11995596
rdcm,0.13916923,aal,-0.119974606
srts,0.13930927,cien,-0.120049864
cece,0.13938569,ivz,-0.12009327
inod,0.13988891,vst,-0.12057798
aout,0.14022528,ni,-0.120705605
fldm,0.14031763,bah,-0.12090397
cofs,0.14032334,cday,-0.12112317
prtk,0.14118443,dva,-0.12143004
linc,0.14119986,bwa,-0.121537656
epm,0.14165452,jnpr,-0.12221839
clpt,0.14230162,src,-0.12229725
trec,0.1423394,ir,-0.12246029
gbox,0.14262347,ovv,-0.123312555
expr,0.14264879,cgnx,-0.12345333
goed,0.14272003,bki,-0.12359401
edap,0.14294018,wrk,-0.12369108
esca,0.14369886,len,-0.123849384
xair,0.14370704,ldos,-0.124233864
camp,0.14381306,otex,-0.124760166
srt,0.14399037,clf,-0.12497664
chra,0.14399993,plug,-0.12498698
sqz,0.14406405,sedg,-0.12572978
mg,0.1441718,gl,-0.12573333
cwgl,0.1441881,mlco,-0.12589924
etnb,0.14430256,irm,-0.12668556
alpn,0.1443192,fico,-0.12682825
kalv,0.144627,abmd,-0.12720197
mram,0.14464338,csl,-0.12739442
rvp,0.14470437,hst,-0.12740324
aacg,0.14475887,rhi,-0.12768847
smid,0.14495715,mktx,-0.12779984
esea,0.14509523,avtr,-0.12815513
hurc,0.14509794,morn,-0.12896855
gceh,0.14519788,gddy,-0.12919949
qtnt,0.14550114,masi,-0.12927757
vmd,0.14552347,znga,-0.12947676
ncmi,0.14556251,ndsn,-0.12987368
pmts,0.14618021,ptc,-0.12987931
smti,0.14621672,simo,-0.13006873
crnt,0.14628606,ato,-0.13016295
whg,0.1462876,stld,-0.13061102
cbay,0.14665152,whr,-0.13102692
mlp,0.14681871,jll,-0.13107303
rgco,0.14752975,cboe,-0.13151816
spok,0.14805788,dq,-0.1318094
panl,0.14810492,mpw,-0.13244975
hrtg,0.1483915,evrg,-0.13246936
eml,0.14856385,logi,-0.13342695
surf,0.1486459,csr,-0.1338247
uti,0.14886904,fbhs,-0.13386911
sncr,0.14888638,agr,-0.13407074
tffp,0.14927888,els,-0.13427332
slgl,0.14932549,vno,-0.13452438
mesa,0.14942807,spb,-0.1349079
vhc,0.14968006,chrw,-0.13534683
crmd,0.15005505,trgp,-0.13581757
evi,0.15045159,vici,-0.13586806
clnn,0.15052454,cf,-0.13637504
apen,0.15062158,tech,-0.13682075
fixx,0.15107471,pwr,-0.13717099
pxlw,0.15129817,jhx,-0.1371805
uihc,0.15178575,ipg,-0.13755316
fngr,0.15195209,hwm,-0.1376005
iti,0.15244588,podd,-0.13762838
wrap,0.15252729,arw,-0.13809422
lake,0.15254976,cck,-0.13810259
pw,0.15277098,lumn,-0.13820112
flxs,0.15399893,alny,-0.13885087
ngs,0.15408756,mbt,-0.1388605
ipof,0.15414138,dt,-0.13921276
pnrg,0.15451202,sjm,-0.13927841
uba,0.15510286,tdy,-0.13993892
vnrx,0.15595092,nuan,-0.13994338
nnbr,0.15638405,iclr,-0.1408206
rtx,0.15681675,qrvo,-0.14099357
vrdn,0.15701523,bmrn,-0.14112914
kvhi,0.15726213,aap,-0.1411512
sien,0.15732305,cnp,-0.14134356
inzy,0.15757176,nlok,-0.14165464
lyts,0.15768401,sre,-0.14196257
sotk,0.15789792,j,-0.14204943
fstr,0.15830387,ttwo,-0.14252958
immr,0.15837905,incy,-0.14289209
opnt,0.15863256,moh,-0.1437128
sj,0.15885508,mas,-0.14387779
mtem,0.15931167,nice,-0.14422907
ampy,0.15932664,mos,-0.14451729
cdak,0.16007693,qsr,-0.14503086
pwfl,0.16009377,mro,-0.14521168
pine,0.1603832,omc,-0.14525928
nls,0.16046268,fds,-0.14528616
syrs,0.160521,lkq,-0.14567067
oesx,0.16132629,wab,-0.14615342
wstg,0.1613923,dri,-0.14703137
pbpb,0.16185051,bldr,-0.1470637
nyc,0.16188566,dpz,-0.14725766
celc,0.16251631,enph,-0.14745353
harp,0.1627049,udr,-0.14753716
gmgi,0.16281772,chkp,-0.1483003
clpr,0.16283385,crl,-0.14833954
gnss,0.16309094,nsa,-0.14838481
ades,0.16350517,mkl,-0.14841762
ahco,0.16390613,trmb,-0.14842117
bbq,0.16394006,entg,-0.14912535
acu,0.16414583,akam,-0.14928503
drio,0.164167,roku,-0.14961442
xgn,0.16439296,ctlt,-0.14993332
mn,0.16448201,payc,-0.14993495
ftsi,0.16469371,wbs,-0.15078633
srax,0.16471048,ben,-0.15125778
sbtx,0.16480441,br,-0.151487
epsn,0.16521075,hznp,-0.15166987
strt,0.16531642,athm,-0.15249477
aqst,0.16551839,ed,-0.15298237
fcap,0.16599593,yumc,-0.15299152
lrmr,0.16682307,pool,-0.15423094
ljpc,0.1669093,mpwr,-0.1543451
ctso,0.16697411,bxp,-0.15504842
stsa,0.16727538,hubs,-0.15521136
pcyg,0.16754359,gnrc,-0.15568165
bgsf,0.16759361,gpc,-0.15602106
iin,0.1676239,etsy,-0.15612727
bset,0.16766407,ce,-0.15686958
snse,0.16777405,ulta,-0.1571914
tern,0.1681267,pki,-0.15721379
ivac,0.16818666,flt,-0.15725169
bdsx,0.16858135,wat,-0.15742573
ae,0.16876458,tru,-0.1575807
eigr,0.16947126,xyl,-0.15778512
nxtc,0.1695217,splk,-0.15785633
icad,0.17062764,ui,-0.15807307
asys,0.17077073,wdc,-0.15810142
asur,0.17110951,expd,-0.15841989
vinc,0.17182216,wy,-0.15882777
krmd,0.17206614,wtfc,-0.15963472
sup,0.17241938,sui,-0.16035378
qrhc,0.17291176,jbht,-0.161126
bdtx,0.17309651,ip,-0.16114706
swch,0.17331265,ssnc,-0.16156556
bcli,0.17354503,fts,-0.16180651
tast,0.17390367,dre,-0.1619218
bmtx,0.17420714,vldr,-0.1623431
liqt,0.17442344,clr,-0.16348292
ampg,0.17493138,fe,-0.16373998
cdlx,0.17530231,ess,-0.16378793
rocc,0.17532718,mchp,-0.16402638
fnko,0.17595449,ntap,-0.16450557
mnov,0.17619315,k,-0.16487443
scyx,0.17628756,mgm,-0.16531272
galt,0.17665105,uri,-0.16606063
bhr,0.17754449,sgen,-0.16610633
gnpx,0.17760539,kmi,-0.16641676
imbi,0.17875725,tyl,-0.16663884
otic,0.17885475,hpe,-0.16665544
gsit,0.17892508,kyocy,-0.16692348
elmd,0.1792029,ste,-0.16799401
ap,0.17956652,invh,-0.16871116
fbio,0.17965382,aph,-0.16895188
ntic,0.1800826,expe,-0.16981792
wve,0.18063249,grmn,-0.16996741
anix,0.18064742,swks,-0.17045532
ela,0.18080764,siri,-0.17122485
aveo,0.18114986,lyv,-0.17131492
scpl,0.18142828,vrsn,-0.17182839
tzoo,0.18154442,mlm,-0.17197698
phas,0.18178272,zbra,-0.17229562
dyai,0.18202314,fang,-0.17232828
asc,0.18222146,ftv,-0.17303325
farm,0.18224286,lh,-0.17312977
dbtx,0.1831351,tsco,-0.17332396
life,0.1833271,vfc,-0.173672
isdr,0.1833688,bby,-0.17373899
ugro,0.18472895,vmc,-0.17394435
pfmt,0.18492346,cdw,-0.17418529
vygr,0.18529987,stx,-0.1747072
culp,0.18594494,eix,-0.17498945
clgn,0.18595164,ter,-0.17652652
eton,0.1863219,emn,-0.17662627
cmct,0.18675488,csx,-0.17670943
lotz,0.18736087,hal,-0.17780773
stim,0.1876195,kb,-0.17797473
pypd,0.18772861,wst,-0.17810225
smed,0.18832798,awk,-0.17880757
desp,0.18838455,lvs,-0.17896336
pcti,0.18853655,zto,-0.17899899
pesi,0.18854156,exr,-0.17921954
atnm,0.18870477,noac,-0.17930792
airg,0.18880175,voya,-0.17934112
abvc,0.18906623,oke,-0.17958434
zyne,0.18928534,abc,-0.17981419
ltrn,0.1893488,twtr,-0.17987542
aaoi,0.18941358,alb,-0.18082716
bgi,0.18990858,wec,-0.18113962
cnce,0.19011864,mpc,-0.181417
lmb,0.1902212,efx,-0.18152168
orn,0.19105117,on,-0.18203117
ai,0.19201332,ctxs,-0.1824942
eq,0.19276646,pltr,-0.18249792
tnp,0.19285077,epam,-0.18357144
nhtc,0.19305272,ceqp,-0.18412821
genc,0.19318393,mtch,-0.1843158
cxdo,0.19346572,dltr,-0.18447338
hson,0.19359416,twlo,-0.18481101
pdex,0.193882,biib,-0.18516307
rcmt,0.19470556,vrsk,-0.1852787
ppsi,0.19481057,ndaq,-0.18531851
sybx,0.19492793,keys,-0.18607062
bfi,0.19496961,cprt,-0.18688776
rcat,0.19508488,wcn,-0.18709403
hli,0.19518146,eog,-0.18729658
eyen,0.19528745,ame,-0.18757288
stxs,0.19539729,lng,-0.18838693
doyu,0.19607073,gds,-0.18881148
neon,0.19672047,trq,-0.18936217
oeg,0.19700553,fast,-0.19006017
fve,0.19702624,luv,-0.19017966
naii,0.19709697,sbac,-0.19020951
lfvn,0.19756135,eqr,-0.19083227
ulbi,0.19760834,rmd,-0.19115788
etr,0.19822554,lyb,-0.19166464
mtex,0.19836317,rexr,-0.19171065
achv,0.19854094,avb,-0.19312024
idn,0.19876753,isrg,-0.19318685
acr,0.19920303,cbre,-0.19381973
sls,0.20017591,zs,-0.19393298
ug,0.20136987,odfl,-0.19412
airt,0.20318826,xel,-0.19450468
ppih,0.2035224,algn,-0.19496436
jwsm,0.20373322,ea,-0.19587934
zest,0.20373465,aptv,-0.19702804
lsf,0.20377944,otis,-0.19743206
wwr,0.2039408,ppg,-0.19884832
vtsi,0.20396592,jci,-0.1994642
dtst,0.20418008,ctas,-0.2014413
jrsh,0.20478892,trow,-0.20156752
gifi,0.20506105,lulu,-0.20182121
cyth,0.20511079,hlt,-0.20285882
clxt,0.20521678,hsy,-0.2036508
apt,0.20530808,idxx,-0.20495695
koss,0.20594719,gpn,-0.20614178
volt,0.20633386,msi,-0.20668276
lfmd,0.20638028,a,-0.20698701
ctv,0.2065096,stm,-0.20739166
asmb,0.20709002,iff,-0.20784566
self,0.20747347,msci,-0.20819853
gmtx,0.20848174,lhx,-0.20851316
rfil,0.20880906,khc,-0.20940933
puck,0.20970239,afl,-0.20960845
